ジャンル名,売上金額（千円）
ダイエット・健康>ダイエット・健康>サプリメント>その他,1589690
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸,496458
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>BCAA,58337
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>その他,285868
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>オルニチン,12549
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>カルニチン,28031
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>ギャバ,32082
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>マルチアミノ酸,79591
ダイエット・健康>ダイエット・健康>サプリメント>オリゴ糖,18949
ダイエット・健康>ダイエット・健康>サプリメント>クエン酸,46865
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン,61668
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>グルコサミン,47300
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>グルコサミン・コンドロイチン混合,5446
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>コンドロイチン,8922
ダイエット・健康>ダイエット・健康>サプリメント>コラーゲン,158034
ダイエット・健康>ダイエット・健康>サプリメント>ヒアルロン酸,19364
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン,598400
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>その他,20402
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンA,5035
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB1,2964
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB12,3421
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB2,9359
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB3・ナイアシン,15834
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB5・パントテン酸,5415
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB6,5976
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB7・ビオチン,18259
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB8,247
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB9・葉酸,128736
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB群,26008
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンC,209375
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンD,26926
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンE,13768
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンK,1736
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンP,522
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>マルチビタミン,104417
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン・ミネラル混合,50810
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル,520478
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>その他,3000
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>アスタキサンチン,49317
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>カテキン,4978
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール,18060
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>その他,7812
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>ピクノジェノール,5023
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>レスベラトロール,5225
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>マルチファイトケミカル,2762
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ルテイン,96063
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>大豆イソフラボン,346298
ダイエット・健康>ダイエット・健康>サプリメント>プラセンタ,71622
ダイエット・健康>ダイエット・健康>サプリメント>プロテイン,1650034
ダイエット・健康>ダイエット・健康>サプリメント>プロテイン>その他,274559
ダイエット・健康>ダイエット・健康>サプリメント>プロテイン>カゼインプロテイン,5886
ダイエット・健康>ダイエット・健康>サプリメント>プロテイン>ソイプロテイン,163595
ダイエット・健康>ダイエット・健康>サプリメント>プロテイン>プロテオグリカン,7560
ダイエット・健康>ダイエット・健康>サプリメント>プロテイン>ホエイプロテイン,963417
ダイエット・健康>ダイエット・健康>サプリメント>プロテイン>マルチプロテイン,235016
ダイエット・健康>ダイエット・健康>サプリメント>プロバイオティクス,210012
ダイエット・健康>ダイエット・健康>サプリメント>プロバイオティクス>KW乳酸菌,8746
ダイエット・健康>ダイエット・健康>サプリメント>プロバイオティクス>L-92乳酸菌,5352
ダイエット・健康>ダイエット・健康>サプリメント>プロバイオティクス>その他,71653
ダイエット・健康>ダイエット・健康>サプリメント>プロバイオティクス>アシドフィルス菌,1948
ダイエット・健康>ダイエット・健康>サプリメント>プロバイオティクス>ケフィア,2105
ダイエット・健康>ダイエット・健康>サプリメント>プロバイオティクス>ビフィズス菌,90725
ダイエット・健康>ダイエット・健康>サプリメント>プロバイオティクス>フェカリス菌,12167
ダイエット・健康>ダイエット・健康>サプリメント>プロバイオティクス>マルチプロバイオティック,15693
ダイエット・健康>ダイエット・健康>サプリメント>プロバイオティクス>ラブレ菌,1624
ダイエット・健康>ダイエット・健康>サプリメント>プロポリス,18893
ダイエット・健康>ダイエット・健康>サプリメント>ミドリムシ,14019
ダイエット・健康>ダイエット・健康>サプリメント>ミネラル,244813
