ジャンル名,売上金額（千円）
ダイエット・健康>サプリメント>アミノ酸>BCAA,52882
ダイエット・健康>サプリメント>アミノ酸>その他,328772
ダイエット・健康>サプリメント>アミノ酸>オルニチン,11805
ダイエット・健康>サプリメント>アミノ酸>カルニチン,32986
ダイエット・健康>サプリメント>アミノ酸>ギャバ,32980
ダイエット・健康>サプリメント>アミノ酸>マルチアミノ酸,72142
ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>グルコサミン,55672
ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>グルコサミン・コンドロイチン混合,8852
ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>コンドロイチン,12090
ダイエット・健康>サプリメント>ビタミン>その他,27800
ダイエット・健康>サプリメント>ビタミン>ビタミンA,8252
ダイエット・健康>サプリメント>ビタミン>ビタミンB1,4991
ダイエット・健康>サプリメント>ビタミン>ビタミンB12,3164
ダイエット・健康>サプリメント>ビタミン>ビタミンB2,8588
ダイエット・健康>サプリメント>ビタミン>ビタミンB3・ナイアシン,17164
ダイエット・健康>サプリメント>ビタミン>ビタミンB5・パントテン酸,4669
ダイエット・健康>サプリメント>ビタミン>ビタミンB6,8912
ダイエット・健康>サプリメント>ビタミン>ビタミンB7・ビオチン,14394
ダイエット・健康>サプリメント>ビタミン>ビタミンB8,215
ダイエット・健康>サプリメント>ビタミン>ビタミンB9・葉酸,112708
ダイエット・健康>サプリメント>ビタミン>ビタミンB群,35681
ダイエット・健康>サプリメント>ビタミン>ビタミンC,173856
ダイエット・健康>サプリメント>ビタミン>ビタミンD,36592
ダイエット・健康>サプリメント>ビタミン>ビタミンE,15067
ダイエット・健康>サプリメント>ビタミン>ビタミンK,1961
ダイエット・健康>サプリメント>ビタミン>ビタミンP,791
ダイエット・健康>サプリメント>ビタミン>マルチビタミン,112142
ダイエット・健康>サプリメント>ファイトケミカル>その他,1399
ダイエット・健康>サプリメント>ファイトケミカル>アスタキサンチン,28461
ダイエット・健康>サプリメント>ファイトケミカル>カテキン,4236
ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール,14737
ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>その他,4249
ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>ピクノジェノール,4286
ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>レスベラトロール,6202
ダイエット・健康>サプリメント>ファイトケミカル>マルチファイトケミカル,3878
ダイエット・健康>サプリメント>ファイトケミカル>ルテイン,113595
ダイエット・健康>サプリメント>ファイトケミカル>大豆イソフラボン,316115
ダイエット・健康>サプリメント>プロテイン>その他,265404
ダイエット・健康>サプリメント>プロテイン>カゼインプロテイン,5491
ダイエット・健康>サプリメント>プロテイン>ソイプロテイン,190102
ダイエット・健康>サプリメント>プロテイン>プロテオグリカン,10439
ダイエット・健康>サプリメント>プロテイン>ホエイプロテイン,907033
ダイエット・健康>サプリメント>プロテイン>マルチプロテイン,315800
ダイエット・健康>サプリメント>プロバイオティクス>KW乳酸菌,14243
ダイエット・健康>サプリメント>プロバイオティクス>L-92乳酸菌,6900
ダイエット・健康>サプリメント>プロバイオティクス>その他,73702
ダイエット・健康>サプリメント>プロバイオティクス>アシドフィルス菌,2579
ダイエット・健康>サプリメント>プロバイオティクス>ケフィア,2510
ダイエット・健康>サプリメント>プロバイオティクス>ビフィズス菌,88473
ダイエット・健康>サプリメント>プロバイオティクス>フェカリス菌,11220
