ジャンル名,売上金額（千円）
ダイエット・健康>サプリメント>アミノ酸>BCAA,71418
ダイエット・健康>サプリメント>アミノ酸>その他,325073
ダイエット・健康>サプリメント>アミノ酸>オルニチン,13142
ダイエット・健康>サプリメント>アミノ酸>カルニチン,37337
ダイエット・健康>サプリメント>アミノ酸>ギャバ,35171
ダイエット・健康>サプリメント>アミノ酸>マルチアミノ酸,67409
ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>グルコサミン,49446
ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>グルコサミン・コンドロイチン混合,5592
ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>コンドロイチン,10486
ダイエット・健康>サプリメント>ビタミン>その他,19251
ダイエット・健康>サプリメント>ビタミン>ビタミンA,3680
ダイエット・健康>サプリメント>ビタミン>ビタミンB1,2415
ダイエット・健康>サプリメント>ビタミン>ビタミンB12,1825
ダイエット・健康>サプリメント>ビタミン>ビタミンB2,1739
ダイエット・健康>サプリメント>ビタミン>ビタミンB3・ナイアシン,10767
ダイエット・健康>サプリメント>ビタミン>ビタミンB5・パントテン酸,3537
ダイエット・健康>サプリメント>ビタミン>ビタミンB6,1679
ダイエット・健康>サプリメント>ビタミン>ビタミンB7・ビオチン,12281
ダイエット・健康>サプリメント>ビタミン>ビタミンB8,112
ダイエット・健康>サプリメント>ビタミン>ビタミンB9・葉酸,157741
ダイエット・健康>サプリメント>ビタミン>ビタミンB群,22831
ダイエット・健康>サプリメント>ビタミン>ビタミンC,145682
ダイエット・健康>サプリメント>ビタミン>ビタミンD,17839
ダイエット・健康>サプリメント>ビタミン>ビタミンE,13843
ダイエット・健康>サプリメント>ビタミン>ビタミンK,575
ダイエット・健康>サプリメント>ビタミン>ビタミンP,437
ダイエット・健康>サプリメント>ビタミン>マルチビタミン,106928
ダイエット・健康>サプリメント>ファイトケミカル>その他,4548
ダイエット・健康>サプリメント>ファイトケミカル>アスタキサンチン,42421
ダイエット・健康>サプリメント>ファイトケミカル>カテキン,4245
ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール,16777
ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>その他,6467
ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>ピクノジェノール,5953
ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>レスベラトロール,4357
ダイエット・健康>サプリメント>ファイトケミカル>マルチファイトケミカル,1458
ダイエット・健康>サプリメント>ファイトケミカル>ルテイン,133232
ダイエット・健康>サプリメント>ファイトケミカル>大豆イソフラボン,367230
ダイエット・健康>サプリメント>プロテイン>その他,532878
ダイエット・健康>サプリメント>プロテイン>カゼインプロテイン,5722
ダイエット・健康>サプリメント>プロテイン>ソイプロテイン,197437
ダイエット・健康>サプリメント>プロテイン>プロテオグリカン,7783
ダイエット・健康>サプリメント>プロテイン>ホエイプロテイン,950897
ダイエット・健康>サプリメント>プロテイン>マルチプロテイン,227544
ダイエット・健康>サプリメント>プロバイオティクス>KW乳酸菌,8095
ダイエット・健康>サプリメント>プロバイオティクス>L-92乳酸菌,7145
ダイエット・健康>サプリメント>プロバイオティクス>その他,80492
ダイエット・健康>サプリメント>プロバイオティクス>アシドフィルス菌,2891
ダイエット・健康>サプリメント>プロバイオティクス>ケフィア,3123
ダイエット・健康>サプリメント>プロバイオティクス>ビフィズス菌,109427
ダイエット・健康>サプリメント>プロバイオティクス>フェカリス菌,6831
ダイエット・健康>サプリメント>プロバイオティクス>マルチプロバイオティック,8119
ダイエット・健康>サプリメント>プロバイオティクス>ラブレ菌,3732
ダイエット・健康>サプリメント>ミネラル>その他,13687
ダイエット・健康>サプリメント>ミネラル>カリウム,10837
ダイエット・健康>サプリメント>ミネラル>カルシウム,56977
ダイエット・健康>サプリメント>ミネラル>クロム,303
ダイエット・健康>サプリメント>ミネラル>ケイ素,14358
ダイエット・健康>サプリメント>ミネラル>マグネシウム,18055
ダイエット・健康>サプリメント>ミネラル>マルチミネラル,11528
ダイエット・健康>サプリメント>ミネラル>マンガン,14
ダイエット・健康>サプリメント>ミネラル>ヨウ素,2040
ダイエット・健康>サプリメント>ミネラル>亜鉛,54800
ダイエット・健康>サプリメント>ミネラル>鉄,51365
