ジャンル名,売上金額（千円）
ダイエット・健康>ダイエット・健康>サプリメント>その他,1161323
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸,593501
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>BCAA,80473
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>その他,330224
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>オルニチン,15107
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>カルニチン,38185
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>ギャバ,37525
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>マルチアミノ酸,91987
ダイエット・健康>ダイエット・健康>サプリメント>オリゴ糖,24839
ダイエット・健康>ダイエット・健康>サプリメント>クエン酸,52040
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン,69719
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>グルコサミン,52786
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>グルコサミン・コンドロイチン混合,5978
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>コンドロイチン,10955
ダイエット・健康>ダイエット・健康>サプリメント>コラーゲン,195019
ダイエット・健康>ダイエット・健康>サプリメント>ヒアルロン酸,28475
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン,761259
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>その他,31780
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンA,7285
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB1,4417
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB12,5507
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB2,9526
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB3・ナイアシン,21903
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB5・パントテン酸,4603
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB6,8306
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB7・ビオチン,25897
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB8,240
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB9・葉酸,160192
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB群,33745
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンC,257653
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンD,37665
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンE,17458
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンK,2626
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンP,635
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>マルチビタミン,131822
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン・ミネラル混合,76253
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル,648991
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>その他,3496
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>アスタキサンチン,44386
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>カテキン,7196
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール,17961
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>その他,7181
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>ピクノジェノール,4063
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>レスベラトロール,6717
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>マルチファイトケミカル,4363
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ルテイン,137155
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>大豆イソフラボン,434434
ダイエット・健康>ダイエット・健康>サプリメント>プラセンタ,84769
ダイエット・健康>ダイエット・健康>サプリメント>プロテイン,2178318
ダイエット・健康>ダイエット・健康>サプリメント>プロテイン>その他,379752
ダイエット・健康>ダイエット・健康>サプリメント>プロテイン>カゼインプロテイン,7827
ダイエット・健康>ダイエット・健康>サプリメント>プロテイン>ソイプロテイン,241971
ダイエット・健康>ダイエット・健康>サプリメント>プロテイン>プロテオグリカン,8941
ダイエット・健康>ダイエット・健康>サプリメント>プロテイン>ホエイプロテイン,1116363
ダイエット・健康>ダイエット・健康>サプリメント>プロテイン>マルチプロテイン,423463
ダイエット・健康>ダイエット・健康>サプリメント>プロバイオティクス,255008
ダイエット・健康>ダイエット・健康>サプリメント>プロバイオティクス>KW乳酸菌,12480
ダイエット・健康>ダイエット・健康>サプリメント>プロバイオティクス>L-92乳酸菌,7026
ダイエット・健康>ダイエット・健康>サプリメント>プロバイオティクス>その他,82909
ダイエット・健康>ダイエット・健康>サプリメント>プロバイオティクス>アシドフィルス菌,2480
ダイエット・健康>ダイエット・健康>サプリメント>プロバイオティクス>ケフィア,3052
ダイエット・健康>ダイエット・健康>サプリメント>プロバイオティクス>ビフィズス菌,109866
ダイエット・健康>ダイエット・健康>サプリメント>プロバイオティクス>フェカリス菌,13224
ダイエット・健康>ダイエット・健康>サプリメント>プロバイオティクス>マルチプロバイオティック,19766
ダイエット・健康>ダイエット・健康>サプリメント>プロバイオティクス>ラブレ菌,4204
ダイエット・健康>ダイエット・健康>サプリメント>プロポリス,25876
ダイエット・健康>ダイエット・健康>サプリメント>ミドリムシ,15656
ダイエット・健康>ダイエット・健康>サプリメント>ミネラル,327402
ダイエット・健康>ダイエット・健康>サプリメント>ミネラル>その他,25263
