ジャンル名,売上金額（千円）
食品>チーズ・乳製品>チーズ>その他,12232
食品>チーズ・乳製品>チーズ>ウォッシュ,1598
食品>チーズ・乳製品>チーズ>ウォッシュ>その他,476
食品>チーズ・乳製品>チーズ>ウォッシュ>エポワス,451
食品>チーズ・乳製品>チーズ>ウォッシュ>マンステール,7
食品>チーズ・乳製品>チーズ>ウォッシュ>モン・ドール,664
食品>チーズ・乳製品>チーズ>シェーブル,229
食品>チーズ・乳製品>チーズ>スモークチーズ,770
食品>チーズ・乳製品>チーズ>セット・詰め合わせ,7222
食品>チーズ・乳製品>チーズ>セミハード,19396
食品>チーズ・乳製品>チーズ>セミハード>その他,5755
食品>チーズ・乳製品>チーズ>セミハード>エダム,364
食品>チーズ・乳製品>チーズ>セミハード>エメンタール,402
食品>チーズ・乳製品>チーズ>セミハード>ゴーダ,8007
食品>チーズ・乳製品>チーズ>セミハード>チェダー,2055
食品>チーズ・乳製品>チーズ>セミハード>ミモレット,440
食品>チーズ・乳製品>チーズ>セミハード>ラクレット,2373
食品>チーズ・乳製品>チーズ>チーズフォンデュ,409
食品>チーズ・乳製品>チーズ>ハード,8772
食品>チーズ・乳製品>チーズ>ハード>その他,1715
食品>チーズ・乳製品>チーズ>ハード>エメンタール,274
食品>チーズ・乳製品>チーズ>ハード>コンテ,523
食品>チーズ・乳製品>チーズ>ハード>チェダー,164
食品>チーズ・乳製品>チーズ>ハード>パルミジャーノ・レッジャーノ,5312
食品>チーズ・乳製品>チーズ>ハード>ペコリーノ・ロマーノ,783
食品>チーズ・乳製品>チーズ>フレッシュ,11189
食品>チーズ・乳製品>チーズ>フレッシュ>その他,559
食品>チーズ・乳製品>チーズ>フレッシュ>カッテージチーズ,241
食品>チーズ・乳製品>チーズ>フレッシュ>クリームチーズ,3878
食品>チーズ・乳製品>チーズ>フレッシュ>フロマージュブラン,86
食品>チーズ・乳製品>チーズ>フレッシュ>ブルサン,44
食品>チーズ・乳製品>チーズ>フレッシュ>マスカルポーネ,417
食品>チーズ・乳製品>チーズ>フレッシュ>モッツァレラ,5504
食品>チーズ・乳製品>チーズ>フレッシュ>リコッタ,459
食品>チーズ・乳製品>チーズ>プロセス,4396
食品>チーズ・乳製品>チーズ>白カビ,4715
食品>チーズ・乳製品>チーズ>白カビ>その他,222
食品>チーズ・乳製品>チーズ>白カビ>カマンベール,2987
食品>チーズ・乳製品>チーズ>白カビ>サンタンドレ,19
食品>チーズ・乳製品>チーズ>白カビ>ブリー,1487
食品>チーズ・乳製品>チーズ>青カビ・ブルー,1872
食品>チーズ・乳製品>チーズ>青カビ・ブルー>その他,417
食品>チーズ・乳製品>チーズ>青カビ・ブルー>ゴルゴンゾーラ,1085
食品>チーズ・乳製品>チーズ>青カビ・ブルー>スティルトン,165
食品>チーズ・乳製品>チーズ>青カビ・ブルー>フルムダンベール,61
食品>チーズ・乳製品>チーズ>青カビ・ブルー>ロックフォール,144
食品>チーズ・乳製品>バター>有塩バター,9844
食品>チーズ・乳製品>バター>無塩バター,22171
食品>チーズ・乳製品>ヨーグルト>その他,3844
食品>チーズ・乳製品>ヨーグルト>カスピ海ヨーグルト,1949
食品>チーズ・乳製品>ヨーグルト>ギリシャヨーグルト,1128
食品>チーズ・乳製品>ヨーグルト>セット・詰め合わせ,5620
食品>チーズ・乳製品>ヨーグルト>ソフトヨーグルト,6717
食品>チーズ・乳製品>ヨーグルト>ドリンクヨーグルト,23820
食品>チーズ・乳製品>ヨーグルト>低脂肪ヨーグルト,1147
食品>チーズ・乳製品>ヨーグルト>無糖ヨーグルト,1746
食品>パン・ジャム・シリアル>シリアル>その他,22987
食品>パン・ジャム・シリアル>シリアル>オートミール,38160
食品>パン・ジャム・シリアル>シリアル>グラノーラ,11866
食品>パン・ジャム・シリアル>シリアル>コーンフレーク,680
食品>パン・ジャム・シリアル>シリアル>ブラン,1314
食品>パン・ジャム・シリアル>シリアル>ミューズリー,883
食品>パン・ジャム・シリアル>シリアル>玄米フレーク,542
食品>パン・ジャム・シリアル>ジャム・はちみつ>その他,5177
食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー,305093
食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー>はちみつ,147303
食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー>ナッツのはちみつ漬け,289
食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー>マヌカハニー,155623
食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー>巣蜜・コムハニー,1877
食品>パン・ジャム・シリアル>ジャム・はちみつ>コンポート,1544
食品>パン・ジャム・シリアル>ジャム・はちみつ>ジャム・コンフィチュール,23506
食品>パン・ジャム・シリアル>ジャム・はちみつ>チョコレートクリーム,1423
食品>パン・ジャム・シリアル>ジャム・はちみつ>ピューレ,3861
食品>パン・ジャム・シリアル>ジャム・はちみつ>ピーナッツクリーム・ピーナッツバター,4162
食品>パン・ジャム・シリアル>ジャム・はちみつ>ミルククリーム,1201
食品>パン・ジャム・シリアル>ジャム・はちみつ>メープルシロップ,11420
食品>パン・ジャム・シリアル>パン>その他,12487
食品>パン・ジャム・シリアル>パン>イングリッシュマフィン,101
食品>パン・ジャム・シリアル>パン>クロワッサン,19388
食品>パン・ジャム・シリアル>パン>グリッシーニ,60
食品>パン・ジャム・シリアル>パン>スコーン,5637
食品>パン・ジャム・シリアル>パン>セット・詰め合わせ,67235
食品>パン・ジャム・シリアル>パン>デニッシュ,6165
食品>パン・ジャム・シリアル>パン>ドイツパン,2633
食品>パン・ジャム・シリアル>パン>ナン,536
食品>パン・ジャム・シリアル>パン>フォカッチャ,50
食品>パン・ジャム・シリアル>パン>フランスパン,2833
食品>パン・ジャム・シリアル>パン>プレッツェル,1035
食品>パン・ジャム・シリアル>パン>ベーグル,32263
食品>パン・ジャム・シリアル>パン>ロールパン,6215
食品>パン・ジャム・シリアル>パン>惣菜パン,5018
食品>パン・ジャム・シリアル>パン>菓子パン,33252
食品>パン・ジャム・シリアル>パン>菓子パン>あんパン,1737
食品>パン・ジャム・シリアル>パン>菓子パン>その他,17223
食品>パン・ジャム・シリアル>パン>菓子パン>クリームパン,4340
食品>パン・ジャム・シリアル>パン>菓子パン>ジャムパン,153
食品>パン・ジャム・シリアル>パン>菓子パン>チョコレートパン,8474
食品>パン・ジャム・シリアル>パン>菓子パン>メロンパン,1325
食品>パン・ジャム・シリアル>パン>食パン,18179
食品>乾物>海苔>きざみ海苔・もみ海苔,2734
食品>乾物>海苔>その他,6428
食品>乾物>海苔>セット・詰め合わせ,8645
食品>乾物>海苔>味付け海苔,35051
食品>乾物>海苔>焼き海苔,80043
食品>乾物>海苔>青海苔,3941
食品>乾物>海苔>韓国海苔,7362
食品>乾物>鰹節>その他,2373
食品>乾物>鰹節>セット・詰め合わせ,2917
食品>乾物>鰹節>仕上節,2165
食品>乾物>鰹節>厚削り節,2035
食品>乾物>鰹節>薄削り節,5128
食品>惣菜>おせちセット>その他,7423
食品>惣菜>おせちセット>中華おせちセット,57886
食品>惣菜>おせちセット>和洋おせちセット,106936
食品>惣菜>おせちセット>和洋中おせちセット,117540
食品>惣菜>おせちセット>和風おせちセット,955980
食品>惣菜>おせちセット>洋風おせちセット,145469
食品>惣菜>アジアン・エスニック惣菜>その他,884
食品>惣菜>アジアン・エスニック惣菜>セット・詰め合わせ,565
食品>惣菜>アジアン・エスニック惣菜>タイ料理,1437
食品>惣菜>アジアン・エスニック惣菜>タイ料理>その他,996
食品>惣菜>アジアン・エスニック惣菜>タイ料理>セット・詰め合わせ,250
食品>惣菜>アジアン・エスニック惣菜>タイ料理>トムヤムクン,192
食品>惣菜>アジアン・エスニック惣菜>ベトナム料理,802
食品>惣菜>アジアン・エスニック惣菜>ベトナム料理>その他,178
食品>惣菜>アジアン・エスニック惣菜>ベトナム料理>フォー,523
食品>惣菜>アジアン・エスニック惣菜>ベトナム料理>生春巻,100
食品>惣菜>アジアン・エスニック惣菜>南米料理,3565
食品>惣菜>アジアン・エスニック惣菜>南米料理>その他,3264
食品>惣菜>アジアン・エスニック惣菜>南米料理>タコス,122
食品>惣菜>アジアン・エスニック惣菜>南米料理>トルティーヤ,179
食品>惣菜>中華惣菜・点心>あんまん,1149
食品>惣菜>中華惣菜・点心>その他,24958
食品>惣菜>中華惣菜・点心>ちまき,1687
食品>惣菜>中華惣菜・点心>エビチリ,1041
食品>惣菜>中華惣菜・点心>シュウマイ,6772
食品>惣菜>中華惣菜・点心>スープ,4702
食品>惣菜>中華惣菜・点心>セット・詰め合わせ,55710
