ジャンル名,売上金額（千円）
食品>チーズ・乳製品>チーズ>その他,17928
食品>チーズ・乳製品>チーズ>ウォッシュ,1324
食品>チーズ・乳製品>チーズ>ウォッシュ>その他,851
食品>チーズ・乳製品>チーズ>ウォッシュ>エポワス,430
食品>チーズ・乳製品>チーズ>ウォッシュ>マンステール,43
食品>チーズ・乳製品>チーズ>ウォッシュ>モン・ドール,0
食品>チーズ・乳製品>チーズ>シェーブル,514
食品>チーズ・乳製品>チーズ>スモークチーズ,1085
食品>チーズ・乳製品>チーズ>セット・詰め合わせ,15850
食品>チーズ・乳製品>チーズ>セミハード,27996
食品>チーズ・乳製品>チーズ>セミハード>その他,7367
食品>チーズ・乳製品>チーズ>セミハード>エダム,460
食品>チーズ・乳製品>チーズ>セミハード>エメンタール,693
食品>チーズ・乳製品>チーズ>セミハード>ゴーダ,13825
食品>チーズ・乳製品>チーズ>セミハード>チェダー,3053
食品>チーズ・乳製品>チーズ>セミハード>ミモレット,461
食品>チーズ・乳製品>チーズ>セミハード>ラクレット,2137
食品>チーズ・乳製品>チーズ>チーズフォンデュ,279
食品>チーズ・乳製品>チーズ>ハード,11032
食品>チーズ・乳製品>チーズ>ハード>その他,1665
食品>チーズ・乳製品>チーズ>ハード>エメンタール,114
食品>チーズ・乳製品>チーズ>ハード>コンテ,420
食品>チーズ・乳製品>チーズ>ハード>チェダー,212
食品>チーズ・乳製品>チーズ>ハード>パルミジャーノ・レッジャーノ,7969
食品>チーズ・乳製品>チーズ>ハード>ペコリーノ・ロマーノ,653
食品>チーズ・乳製品>チーズ>フレッシュ,14166
食品>チーズ・乳製品>チーズ>フレッシュ>その他,1477
食品>チーズ・乳製品>チーズ>フレッシュ>カッテージチーズ,339
食品>チーズ・乳製品>チーズ>フレッシュ>クリームチーズ,4680
食品>チーズ・乳製品>チーズ>フレッシュ>フロマージュブラン,212
食品>チーズ・乳製品>チーズ>フレッシュ>ブルサン,84
食品>チーズ・乳製品>チーズ>フレッシュ>マスカルポーネ,526
食品>チーズ・乳製品>チーズ>フレッシュ>モッツァレラ,6596
食品>チーズ・乳製品>チーズ>フレッシュ>リコッタ,252
食品>チーズ・乳製品>チーズ>プロセス,6466
食品>チーズ・乳製品>チーズ>白カビ,10210
食品>チーズ・乳製品>チーズ>白カビ>その他,393
食品>チーズ・乳製品>チーズ>白カビ>カマンベール,8697
食品>チーズ・乳製品>チーズ>白カビ>サンタンドレ,2
食品>チーズ・乳製品>チーズ>白カビ>ブリー,1118
食品>チーズ・乳製品>チーズ>青カビ・ブルー,4665
食品>チーズ・乳製品>チーズ>青カビ・ブルー>その他,2015
食品>チーズ・乳製品>チーズ>青カビ・ブルー>ゴルゴンゾーラ,2085
食品>チーズ・乳製品>チーズ>青カビ・ブルー>スティルトン,184
食品>チーズ・乳製品>チーズ>青カビ・ブルー>フルムダンベール,134
食品>チーズ・乳製品>チーズ>青カビ・ブルー>ロックフォール,247
食品>チーズ・乳製品>バター>有塩バター,12541
食品>チーズ・乳製品>バター>無塩バター,24801
食品>チーズ・乳製品>ヨーグルト>その他,4232
食品>チーズ・乳製品>ヨーグルト>カスピ海ヨーグルト,2541
食品>チーズ・乳製品>ヨーグルト>ギリシャヨーグルト,2497
食品>チーズ・乳製品>ヨーグルト>セット・詰め合わせ,10566
食品>チーズ・乳製品>ヨーグルト>ソフトヨーグルト,7420
食品>チーズ・乳製品>ヨーグルト>ドリンクヨーグルト,28351
食品>チーズ・乳製品>ヨーグルト>低脂肪ヨーグルト,1004
食品>チーズ・乳製品>ヨーグルト>無糖ヨーグルト,2416
食品>パン・ジャム・シリアル>シリアル>その他,39992
食品>パン・ジャム・シリアル>シリアル>オートミール,63216
食品>パン・ジャム・シリアル>シリアル>グラノーラ,29505
食品>パン・ジャム・シリアル>シリアル>コーンフレーク,2624
食品>パン・ジャム・シリアル>シリアル>ブラン,3626
食品>パン・ジャム・シリアル>シリアル>ミューズリー,2402
食品>パン・ジャム・シリアル>シリアル>玄米フレーク,1651
食品>パン・ジャム・シリアル>ジャム・はちみつ>その他,7857
食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー,372283
食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー>はちみつ,198326
食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー>ナッツのはちみつ漬け,422
食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー>マヌカハニー,168169
食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー>巣蜜・コムハニー,5366
食品>パン・ジャム・シリアル>ジャム・はちみつ>コンポート,2512
食品>パン・ジャム・シリアル>ジャム・はちみつ>ジャム・コンフィチュール,33633
食品>パン・ジャム・シリアル>ジャム・はちみつ>チョコレートクリーム,1894
食品>パン・ジャム・シリアル>ジャム・はちみつ>ピューレ,7390
食品>パン・ジャム・シリアル>ジャム・はちみつ>ピーナッツクリーム・ピーナッツバター,5344
食品>パン・ジャム・シリアル>ジャム・はちみつ>ミルククリーム,1581
食品>パン・ジャム・シリアル>ジャム・はちみつ>メープルシロップ,14751
食品>パン・ジャム・シリアル>パン>その他,13059
食品>パン・ジャム・シリアル>パン>イングリッシュマフィン,105
食品>パン・ジャム・シリアル>パン>クロワッサン,78825
食品>パン・ジャム・シリアル>パン>グリッシーニ,92
食品>パン・ジャム・シリアル>パン>スコーン,10579
食品>パン・ジャム・シリアル>パン>セット・詰め合わせ,105173
食品>パン・ジャム・シリアル>パン>デニッシュ,11116
食品>パン・ジャム・シリアル>パン>ドイツパン,4359
食品>パン・ジャム・シリアル>パン>ナン,5180
食品>パン・ジャム・シリアル>パン>フォカッチャ,43
食品>パン・ジャム・シリアル>パン>フランスパン,6164
食品>パン・ジャム・シリアル>パン>プレッツェル,840
食品>パン・ジャム・シリアル>パン>ベーグル,82863
食品>パン・ジャム・シリアル>パン>ロールパン,7865
食品>パン・ジャム・シリアル>パン>惣菜パン,7187
食品>パン・ジャム・シリアル>パン>菓子パン,40850
食品>パン・ジャム・シリアル>パン>菓子パン>あんパン,1920
食品>パン・ジャム・シリアル>パン>菓子パン>その他,17611
食品>パン・ジャム・シリアル>パン>菓子パン>クリームパン,5672
食品>パン・ジャム・シリアル>パン>菓子パン>ジャムパン,189
食品>パン・ジャム・シリアル>パン>菓子パン>チョコレートパン,14679
食品>パン・ジャム・シリアル>パン>菓子パン>メロンパン,779
食品>パン・ジャム・シリアル>パン>食パン,30525
食品>乾物>海苔>きざみ海苔・もみ海苔,5955
食品>乾物>海苔>その他,7119
食品>乾物>海苔>セット・詰め合わせ,14537
食品>乾物>海苔>味付け海苔,61430
食品>乾物>海苔>焼き海苔,127181
食品>乾物>海苔>青海苔,5961
食品>乾物>海苔>韓国海苔,16280
食品>乾物>鰹節>その他,7013
食品>乾物>鰹節>セット・詰め合わせ,4757
食品>乾物>鰹節>仕上節,3504
食品>乾物>鰹節>厚削り節,3730
食品>乾物>鰹節>薄削り節,8308
食品>惣菜>おせちセット>その他,0
食品>惣菜>おせちセット>中華おせちセット,5
食品>惣菜>おせちセット>和洋おせちセット,0
食品>惣菜>おせちセット>和洋中おせちセット,0
食品>惣菜>おせちセット>和風おせちセット,186
食品>惣菜>おせちセット>洋風おせちセット,85
食品>惣菜>アジアン・エスニック惣菜>その他,4411
食品>惣菜>アジアン・エスニック惣菜>セット・詰め合わせ,934
食品>惣菜>アジアン・エスニック惣菜>タイ料理,2407
食品>惣菜>アジアン・エスニック惣菜>タイ料理>その他,1645
食品>惣菜>アジアン・エスニック惣菜>タイ料理>セット・詰め合わせ,482
食品>惣菜>アジアン・エスニック惣菜>タイ料理>トムヤムクン,280
食品>惣菜>アジアン・エスニック惣菜>ベトナム料理,937
食品>惣菜>アジアン・エスニック惣菜>ベトナム料理>その他,157
食品>惣菜>アジアン・エスニック惣菜>ベトナム料理>フォー,563
食品>惣菜>アジアン・エスニック惣菜>ベトナム料理>生春巻,218
食品>惣菜>アジアン・エスニック惣菜>南米料理,1319
食品>惣菜>アジアン・エスニック惣菜>南米料理>その他,889
食品>惣菜>アジアン・エスニック惣菜>南米料理>タコス,145
食品>惣菜>アジアン・エスニック惣菜>南米料理>トルティーヤ,285
食品>惣菜>中華惣菜・点心>あんまん,695
食品>惣菜>中華惣菜・点心>その他,27082
食品>惣菜>中華惣菜・点心>ちまき,5583
食品>惣菜>中華惣菜・点心>エビチリ,1593
食品>惣菜>中華惣菜・点心>シュウマイ,9891
食品>惣菜>中華惣菜・点心>スープ,6921
食品>惣菜>中華惣菜・点心>セット・詰め合わせ,131025
食品>惣菜>中華惣菜・点心>中華ポテト,42
食品>惣菜>中華惣菜・点心>北京ダック,433
食品>惣菜>中華惣菜・点心>小籠包,12166
食品>惣菜>中華惣菜・点心>揚げもち,175
食品>惣菜>中華惣菜・点心>春巻き,2643
食品>惣菜>中華惣菜・点心>肉まん,23942
食品>惣菜>中華惣菜・点心>蒸し鶏,203
食品>惣菜>中華惣菜・点心>角煮,3461
食品>惣菜>中華惣菜・点心>酢豚,1015
食品>惣菜>中華惣菜・点心>餃子,319546
食品>惣菜>中華惣菜・点心>餃子>その他,26061
食品>惣菜>中華惣菜・点心>餃子>セット・詰め合わせ,31677
食品>惣菜>中華惣菜・点心>餃子>水餃子,3800
食品>惣菜>中華惣菜・点心>餃子>生餃子,258007
食品>惣菜>中華惣菜・点心>饅頭,1329
食品>惣菜>中華惣菜・点心>麻婆豆腐,2380
食品>惣菜>和風惣菜>おこわ,17062
食品>惣菜>和風惣菜>おでん,2104
食品>惣菜>和風惣菜>おにぎり,15379
食品>惣菜>和風惣菜>おひたし,35
食品>惣菜>和風惣菜>お吸い物,7942
食品>惣菜>和風惣菜>お好み焼き,11124
食品>惣菜>和風惣菜>お粥,13184
食品>惣菜>和風惣菜>お茶漬け,206867
食品>惣菜>和風惣菜>その他,57869
食品>惣菜>和風惣菜>たこ焼き,4506
食品>惣菜>和風惣菜>なます・酢の物,0
食品>惣菜>和風惣菜>ひつまぶし,12367
食品>惣菜>和風惣菜>みそ汁,130602
食品>惣菜>和風惣菜>もんじゃ焼き,183
食品>惣菜>和風惣菜>セット・詰め合わせ,113297
食品>惣菜>和風惣菜>丼,489749
食品>惣菜>和風惣菜>丼>その他,19454
食品>惣菜>和風惣菜>丼>カツ丼,1040
食品>惣菜>和風惣菜>丼>牛丼,455602
食品>惣菜>和風惣菜>丼>親子丼,5220
食品>惣菜>和風惣菜>丼>豚丼,8433
食品>惣菜>和風惣菜>佃煮,71002
食品>惣菜>和風惣菜>刺身・たたき,31427
食品>惣菜>和風惣菜>卯の花,39
食品>惣菜>和風惣菜>卵焼き,414
食品>惣菜>和風惣菜>唐揚げ,36409
食品>惣菜>和風惣菜>天かす・揚げ玉,461
食品>惣菜>和風惣菜>天ぷら,2065
食品>惣菜>和風惣菜>寿司,26842
食品>惣菜>和風惣菜>焼き魚,10978
食品>惣菜>和風惣菜>焼き鳥・つくね,20568
食品>惣菜>和風惣菜>焼豚,15427
食品>惣菜>和風惣菜>煮物,20755
食品>惣菜>和風惣菜>白焼き,10849
食品>惣菜>和風惣菜>茶碗蒸し,1954
食品>惣菜>和風惣菜>蒲焼き,1609090
食品>惣菜>和風惣菜>赤飯,1371
食品>惣菜>和風惣菜>雑炊,27318
食品>惣菜>洋風惣菜>その他,29402
食品>惣菜>洋風惣菜>とんかつ,13535
食品>惣菜>洋風惣菜>とんかつ>その他,11381
食品>惣菜>洋風惣菜>とんかつ>ヒレ,708
食品>惣菜>洋風惣菜>とんかつ>ロース,1446
食品>惣菜>洋風惣菜>グラタン,4177
食品>惣菜>洋風惣菜>コロッケ,15405
食品>惣菜>洋風惣菜>サラダ,2118
食品>惣菜>洋風惣菜>シチュー,11975
食品>惣菜>洋風惣菜>スープ,220231
食品>惣菜>洋風惣菜>セット・詰め合わせ,98211
食品>惣菜>洋風惣菜>テリーヌ,143
食品>惣菜>洋風惣菜>ドリア,715
食品>惣菜>洋風惣菜>ハヤシライス,3274
食品>惣菜>洋風惣菜>ハンバーガー,979
食品>惣菜>洋風惣菜>ハンバーグ,161413
食品>惣菜>洋風惣菜>パエリア,683
食品>惣菜>洋風惣菜>ピザ,57272
食品>惣菜>洋風惣菜>リゾット,1748
食品>惣菜>鍋セット>きりたんぽ鍋,665
