ジャンル名,売上金額（千円）
食品>食品>チーズ・乳製品>チーズ>その他,27097
食品>食品>チーズ・乳製品>チーズ>ウォッシュ,4786
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>その他,1516
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>エポワス,662
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>マンステール,153
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>モン・ドール,2455
食品>食品>チーズ・乳製品>チーズ>シェーブル,823
食品>食品>チーズ・乳製品>チーズ>スモークチーズ,3486
食品>食品>チーズ・乳製品>チーズ>セット・詰め合わせ,20322
食品>食品>チーズ・乳製品>チーズ>セミハード,27620
食品>食品>チーズ・乳製品>チーズ>セミハード>その他,8135
食品>食品>チーズ・乳製品>チーズ>セミハード>エダム,435
食品>食品>チーズ・乳製品>チーズ>セミハード>エメンタール,1158
食品>食品>チーズ・乳製品>チーズ>セミハード>ゴーダ,11605
食品>食品>チーズ・乳製品>チーズ>セミハード>チェダー,2355
食品>食品>チーズ・乳製品>チーズ>セミハード>ミモレット,502
食品>食品>チーズ・乳製品>チーズ>セミハード>ラクレット,3429
食品>食品>チーズ・乳製品>チーズ>チーズフォンデュ,1866
食品>食品>チーズ・乳製品>チーズ>ハード,13223
食品>食品>チーズ・乳製品>チーズ>ハード>その他,3022
食品>食品>チーズ・乳製品>チーズ>ハード>エメンタール,317
食品>食品>チーズ・乳製品>チーズ>ハード>コンテ,573
食品>食品>チーズ・乳製品>チーズ>ハード>チェダー,242
食品>食品>チーズ・乳製品>チーズ>ハード>パルミジャーノ・レッジャーノ,7942
食品>食品>チーズ・乳製品>チーズ>ハード>ペコリーノ・ロマーノ,1128
食品>食品>チーズ・乳製品>チーズ>フレッシュ,20806
食品>食品>チーズ・乳製品>チーズ>フレッシュ>その他,1208
食品>食品>チーズ・乳製品>チーズ>フレッシュ>カッテージチーズ,207
食品>食品>チーズ・乳製品>チーズ>フレッシュ>クリームチーズ,6758
食品>食品>チーズ・乳製品>チーズ>フレッシュ>フロマージュブラン,44
食品>食品>チーズ・乳製品>チーズ>フレッシュ>ブルサン,31
食品>食品>チーズ・乳製品>チーズ>フレッシュ>マスカルポーネ,946
食品>食品>チーズ・乳製品>チーズ>フレッシュ>モッツァレラ,11440
食品>食品>チーズ・乳製品>チーズ>フレッシュ>リコッタ,173
食品>食品>チーズ・乳製品>チーズ>プロセス,7595
食品>食品>チーズ・乳製品>チーズ>白カビ,6481
食品>食品>チーズ・乳製品>チーズ>白カビ>その他,622
食品>食品>チーズ・乳製品>チーズ>白カビ>カマンベール,2841
食品>食品>チーズ・乳製品>チーズ>白カビ>サンタンドレ,39
食品>食品>チーズ・乳製品>チーズ>白カビ>ブリー,2978
