ジャンル名,売上金額（千円）
ダイエット・健康>ダイエット・健康>サプリメント>その他,1265418
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸,507678
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>BCAA,63402
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>その他,273220
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>オルニチン,15436
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>カルニチン,39878
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>ギャバ,36936
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>マルチアミノ酸,78806
ダイエット・健康>ダイエット・健康>サプリメント>オリゴ糖,29197
ダイエット・健康>ダイエット・健康>サプリメント>クエン酸,55139
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン,86775
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>グルコサミン,65759
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>グルコサミン・コンドロイチン混合,8530
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>コンドロイチン,12487
ダイエット・健康>ダイエット・健康>サプリメント>コラーゲン,200284
ダイエット・健康>ダイエット・健康>サプリメント>ヒアルロン酸,22067
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン,693846
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>その他,29138
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンA,8116
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB1,3753
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB12,3923
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB2,11054
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB3・ナイアシン,18771
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB5・パントテン酸,4639
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB6,8005
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB7・ビオチン,19703
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB8,499
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB9・葉酸,129984
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB群,36598
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンC,218986
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンD,41364
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンE,19822
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンK,2727
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンP,709
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>マルチビタミン,136056
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン・ミネラル混合,77272
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル,602765
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>その他,3661
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>アスタキサンチン,40936
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>カテキン,7086
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール,18894
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>その他,7129
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>ピクノジェノール,4659
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>レスベラトロール,7106
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>マルチファイトケミカル,3927
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ルテイン,131304
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>大豆イソフラボン,396957
ダイエット・健康>ダイエット・健康>サプリメント>プラセンタ,84723
ダイエット・健康>ダイエット・健康>サプリメント>プロテイン,1727415
ダイエット・健康>ダイエット・健康>サプリメント>プロテイン>その他,274302
ダイエット・健康>ダイエット・健康>サプリメント>プロテイン>カゼインプロテイン,6888
