ジャンル名,売上金額（千円）
ダイエット・健康>サプリメント>アミノ酸>BCAA,49474
ダイエット・健康>サプリメント>アミノ酸>その他,268144
ダイエット・健康>サプリメント>アミノ酸>オルニチン,10432
ダイエット・健康>サプリメント>アミノ酸>カルニチン,27635
ダイエット・健康>サプリメント>アミノ酸>ギャバ,29074
ダイエット・健康>サプリメント>アミノ酸>マルチアミノ酸,48732
ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>グルコサミン,48351
ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>グルコサミン・コンドロイチン混合,4392
ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>コンドロイチン,11321
ダイエット・健康>サプリメント>ビタミン>その他,20004
ダイエット・健康>サプリメント>ビタミン>ビタミンA,3383
ダイエット・健康>サプリメント>ビタミン>ビタミンB1,2324
ダイエット・健康>サプリメント>ビタミン>ビタミンB12,1863
ダイエット・健康>サプリメント>ビタミン>ビタミンB2,1969
ダイエット・健康>サプリメント>ビタミン>ビタミンB3・ナイアシン,10438
ダイエット・健康>サプリメント>ビタミン>ビタミンB5・パントテン酸,3514
ダイエット・健康>サプリメント>ビタミン>ビタミンB6,1473
ダイエット・健康>サプリメント>ビタミン>ビタミンB7・ビオチン,10058
ダイエット・健康>サプリメント>ビタミン>ビタミンB8,195
ダイエット・健康>サプリメント>ビタミン>ビタミンB9・葉酸,120671
ダイエット・健康>サプリメント>ビタミン>ビタミンB群,18570
ダイエット・健康>サプリメント>ビタミン>ビタミンC,125473
ダイエット・健康>サプリメント>ビタミン>ビタミンD,14705
ダイエット・健康>サプリメント>ビタミン>ビタミンE,16672
ダイエット・健康>サプリメント>ビタミン>ビタミンK,590
ダイエット・健康>サプリメント>ビタミン>ビタミンP,351
ダイエット・健康>サプリメント>ビタミン>マルチビタミン,100108
ダイエット・健康>サプリメント>ファイトケミカル>その他,3455
ダイエット・健康>サプリメント>ファイトケミカル>アスタキサンチン,34063
ダイエット・健康>サプリメント>ファイトケミカル>カテキン,2747
ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール,13443
ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>その他,5586
ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>ピクノジェノール,4416
ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>レスベラトロール,3441
ダイエット・健康>サプリメント>ファイトケミカル>マルチファイトケミカル,1093
ダイエット・健康>サプリメント>ファイトケミカル>ルテイン,95872
ダイエット・健康>サプリメント>ファイトケミカル>大豆イソフラボン,280442
ダイエット・健康>サプリメント>プロテイン>その他,373079
ダイエット・健康>サプリメント>プロテイン>カゼインプロテイン,3764
ダイエット・健康>サプリメント>プロテイン>ソイプロテイン,139228
ダイエット・健康>サプリメント>プロテイン>プロテオグリカン,7655
ダイエット・健康>サプリメント>プロテイン>ホエイプロテイン,703268
ダイエット・健康>サプリメント>プロテイン>マルチプロテイン,163896
ダイエット・健康>サプリメント>プロバイオティクス>KW乳酸菌,6094
ダイエット・健康>サプリメント>プロバイオティクス>L-92乳酸菌,6209
ダイエット・健康>サプリメント>プロバイオティクス>その他,59649
ダイエット・健康>サプリメント>プロバイオティクス>アシドフィルス菌,2210
ダイエット・健康>サプリメント>プロバイオティクス>ケフィア,2484
ダイエット・健康>サプリメント>プロバイオティクス>ビフィズス菌,75153
ダイエット・健康>サプリメント>プロバイオティクス>フェカリス菌,7810
ダイエット・健康>サプリメント>プロバイオティクス>マルチプロバイオティック,7471
ダイエット・健康>サプリメント>プロバイオティクス>ラブレ菌,1599
ダイエット・健康>サプリメント>ミネラル>その他,12157
ダイエット・健康>サプリメント>ミネラル>カリウム,9358
ダイエット・健康>サプリメント>ミネラル>カルシウム,35849
ダイエット・健康>サプリメント>ミネラル>クロム,365
ダイエット・健康>サプリメント>ミネラル>ケイ素,12192
ダイエット・健康>サプリメント>ミネラル>マグネシウム,15334
ダイエット・健康>サプリメント>ミネラル>マルチミネラル,8997
ダイエット・健康>サプリメント>ミネラル>マンガン,9
ダイエット・健康>サプリメント>ミネラル>ヨウ素,1258
ダイエット・健康>サプリメント>ミネラル>亜鉛,43218
ダイエット・健康>サプリメント>ミネラル>鉄,46032
ダイエット・健康>サプリメント>ミネラル>銅,275
ダイエット・健康>サプリメント>動物性エキス>その他,17289
ダイエット・健康>サプリメント>動物性エキス>サメ,3901
ダイエット・健康>サプリメント>動物性エキス>シジミ,11914
ダイエット・健康>サプリメント>動物性エキス>スッポン,12071
ダイエット・健康>サプリメント>動物性エキス>卵黄,423
ダイエット・健康>サプリメント>植物性エキス>じゃばら,912
ダイエット・健康>サプリメント>植物性エキス>その他,99027
ダイエット・健康>サプリメント>植物性エキス>アサイー,2933
ダイエット・健康>サプリメント>植物性エキス>イチョウ葉,12783
ダイエット・健康>サプリメント>植物性エキス>ウコン,27349
ダイエット・健康>サプリメント>植物性エキス>エキナセア,1166
ダイエット・健康>サプリメント>植物性エキス>カカオ,436
