ジャンル名,売上金額（千円）
ダイエット・健康>ダイエット・健康>サプリメント>その他,1143116
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸,397783
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>BCAA,41836
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>その他,218172
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>オルニチン,12898
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>カルニチン,35068
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>ギャバ,33337
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>マルチアミノ酸,56472
ダイエット・健康>ダイエット・健康>サプリメント>オリゴ糖,25722
ダイエット・健康>ダイエット・健康>サプリメント>クエン酸,36055
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン,64794
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>グルコサミン,47049
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>グルコサミン・コンドロイチン混合,7073
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>コンドロイチン,10672
ダイエット・健康>ダイエット・健康>サプリメント>コラーゲン,167294
ダイエット・健康>ダイエット・健康>サプリメント>ヒアルロン酸,20097
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン,540041
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>その他,23829
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンA,7721
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB1,4851
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB12,3093
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB2,11808
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB3・ナイアシン,12899
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB5・パントテン酸,2077
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB6,7439
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB7・ビオチン,13264
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB8,429
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB9・葉酸,103227
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB群,31254
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンC,160918
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンD,36563
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンE,15213
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンK,2107
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンP,709
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>マルチビタミン,102640
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン・ミネラル混合,61632
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル,483605
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>その他,1219
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>アスタキサンチン,19410
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>カテキン,4353
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール,18480
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>その他,8565
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>ピクノジェノール,4431
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>レスベラトロール,5484
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>マルチファイトケミカル,2974
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ルテイン,116366
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>大豆イソフラボン,320803
ダイエット・健康>ダイエット・健康>サプリメント>プラセンタ,80813
ダイエット・健康>ダイエット・健康>サプリメント>プロテイン,1433325
ダイエット・健康>ダイエット・健康>サプリメント>プロテイン>その他,285065
ダイエット・健康>ダイエット・健康>サプリメント>プロテイン>カゼインプロテイン,3938
ダイエット・健康>ダイエット・健康>サプリメント>プロテイン>ソイプロテイン,148835
ダイエット・健康>ダイエット・健康>サプリメント>プロテイン>プロテオグリカン,10155
ダイエット・健康>ダイエット・健康>サプリメント>プロテイン>ホエイプロテイン,748025
ダイエット・健康>ダイエット・健康>サプリメント>プロテイン>マルチプロテイン,237308
