ジャンル名,売上金額（千円）
食品>チーズ・乳製品>チーズ>その他,16660
食品>チーズ・乳製品>チーズ>ウォッシュ,2454
食品>チーズ・乳製品>チーズ>ウォッシュ>その他,1421
食品>チーズ・乳製品>チーズ>ウォッシュ>エポワス,338
食品>チーズ・乳製品>チーズ>ウォッシュ>マンステール,22
食品>チーズ・乳製品>チーズ>ウォッシュ>モン・ドール,672
食品>チーズ・乳製品>チーズ>シェーブル,773
食品>チーズ・乳製品>チーズ>スモークチーズ,1279
食品>チーズ・乳製品>チーズ>セット・詰め合わせ,11021
食品>チーズ・乳製品>チーズ>セミハード,36986
食品>チーズ・乳製品>チーズ>セミハード>その他,9930
食品>チーズ・乳製品>チーズ>セミハード>エダム,540
食品>チーズ・乳製品>チーズ>セミハード>エメンタール,428
食品>チーズ・乳製品>チーズ>セミハード>ゴーダ,20278
食品>チーズ・乳製品>チーズ>セミハード>チェダー,2156
食品>チーズ・乳製品>チーズ>セミハード>ミモレット,501
食品>チーズ・乳製品>チーズ>セミハード>ラクレット,3152
食品>チーズ・乳製品>チーズ>チーズフォンデュ,584
食品>チーズ・乳製品>チーズ>ハード,11289
食品>チーズ・乳製品>チーズ>ハード>その他,2250
食品>チーズ・乳製品>チーズ>ハード>エメンタール,113
食品>チーズ・乳製品>チーズ>ハード>コンテ,546
食品>チーズ・乳製品>チーズ>ハード>チェダー,199
食品>チーズ・乳製品>チーズ>ハード>パルミジャーノ・レッジャーノ,7238
食品>チーズ・乳製品>チーズ>ハード>ペコリーノ・ロマーノ,942
食品>チーズ・乳製品>チーズ>フレッシュ,15849
食品>チーズ・乳製品>チーズ>フレッシュ>その他,1450
食品>チーズ・乳製品>チーズ>フレッシュ>カッテージチーズ,264
食品>チーズ・乳製品>チーズ>フレッシュ>クリームチーズ,5585
食品>チーズ・乳製品>チーズ>フレッシュ>フロマージュブラン,112
食品>チーズ・乳製品>チーズ>フレッシュ>ブルサン,41
食品>チーズ・乳製品>チーズ>フレッシュ>マスカルポーネ,724
食品>チーズ・乳製品>チーズ>フレッシュ>モッツァレラ,7530
食品>チーズ・乳製品>チーズ>フレッシュ>リコッタ,144
食品>チーズ・乳製品>チーズ>プロセス,7115
食品>チーズ・乳製品>チーズ>白カビ,3168
食品>チーズ・乳製品>チーズ>白カビ>その他,298
食品>チーズ・乳製品>チーズ>白カビ>カマンベール,2037
食品>チーズ・乳製品>チーズ>白カビ>サンタンドレ,4
食品>チーズ・乳製品>チーズ>白カビ>ブリー,829
食品>チーズ・乳製品>チーズ>青カビ・ブルー,3891
食品>チーズ・乳製品>チーズ>青カビ・ブルー>その他,1637
食品>チーズ・乳製品>チーズ>青カビ・ブルー>ゴルゴンゾーラ,1861
食品>チーズ・乳製品>チーズ>青カビ・ブルー>スティルトン,77
食品>チーズ・乳製品>チーズ>青カビ・ブルー>フルムダンベール,42
食品>チーズ・乳製品>チーズ>青カビ・ブルー>ロックフォール,275
食品>チーズ・乳製品>バター>有塩バター,19326
食品>チーズ・乳製品>バター>無塩バター,31772
食品>チーズ・乳製品>ヨーグルト>その他,6079
食品>チーズ・乳製品>ヨーグルト>カスピ海ヨーグルト,2403
食品>チーズ・乳製品>ヨーグルト>ギリシャヨーグルト,4846
食品>チーズ・乳製品>ヨーグルト>セット・詰め合わせ,9768
食品>チーズ・乳製品>ヨーグルト>ソフトヨーグルト,8750
食品>チーズ・乳製品>ヨーグルト>ドリンクヨーグルト,38680
