ジャンル名,売上金額（千円）
食品>食品>チーズ・乳製品>チーズ>その他,18116
食品>食品>チーズ・乳製品>チーズ>ウォッシュ,2774
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>その他,711
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>エポワス,405
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>マンステール,31
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>モン・ドール,1628
食品>食品>チーズ・乳製品>チーズ>シェーブル,427
食品>食品>チーズ・乳製品>チーズ>スモークチーズ,1602
食品>食品>チーズ・乳製品>チーズ>セット・詰め合わせ,10502
食品>食品>チーズ・乳製品>チーズ>セミハード,16337
食品>食品>チーズ・乳製品>チーズ>セミハード>その他,4345
食品>食品>チーズ・乳製品>チーズ>セミハード>エダム,447
食品>食品>チーズ・乳製品>チーズ>セミハード>エメンタール,533
食品>食品>チーズ・乳製品>チーズ>セミハード>ゴーダ,6770
食品>食品>チーズ・乳製品>チーズ>セミハード>チェダー,1642
食品>食品>チーズ・乳製品>チーズ>セミハード>ミモレット,419
食品>食品>チーズ・乳製品>チーズ>セミハード>ラクレット,2182
食品>食品>チーズ・乳製品>チーズ>チーズフォンデュ,778
食品>食品>チーズ・乳製品>チーズ>ハード,9107
食品>食品>チーズ・乳製品>チーズ>ハード>その他,2563
食品>食品>チーズ・乳製品>チーズ>ハード>エメンタール,160
食品>食品>チーズ・乳製品>チーズ>ハード>コンテ,453
食品>食品>チーズ・乳製品>チーズ>ハード>チェダー,271
食品>食品>チーズ・乳製品>チーズ>ハード>パルミジャーノ・レッジャーノ,4891
食品>食品>チーズ・乳製品>チーズ>ハード>ペコリーノ・ロマーノ,770
食品>食品>チーズ・乳製品>チーズ>フレッシュ,13355
食品>食品>チーズ・乳製品>チーズ>フレッシュ>その他,1048
食品>食品>チーズ・乳製品>チーズ>フレッシュ>カッテージチーズ,206
食品>食品>チーズ・乳製品>チーズ>フレッシュ>クリームチーズ,4599
食品>食品>チーズ・乳製品>チーズ>フレッシュ>フロマージュブラン,68
食品>食品>チーズ・乳製品>チーズ>フレッシュ>ブルサン,37
食品>食品>チーズ・乳製品>チーズ>フレッシュ>マスカルポーネ,873
食品>食品>チーズ・乳製品>チーズ>フレッシュ>モッツァレラ,6184
食品>食品>チーズ・乳製品>チーズ>フレッシュ>リコッタ,341
食品>食品>チーズ・乳製品>チーズ>プロセス,5139
食品>食品>チーズ・乳製品>チーズ>白カビ,3976
食品>食品>チーズ・乳製品>チーズ>白カビ>その他,368
食品>食品>チーズ・乳製品>チーズ>白カビ>カマンベール,1922
食品>食品>チーズ・乳製品>チーズ>白カビ>サンタンドレ,95
食品>食品>チーズ・乳製品>チーズ>白カビ>ブリー,1591
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー,2251
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー>その他,613
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー>ゴルゴンゾーラ,1384
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー>スティルトン,98
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー>フルムダンベール,30
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー>ロックフォール,126
食品>食品>チーズ・乳製品>バター>有塩バター,19118
食品>食品>チーズ・乳製品>バター>無塩バター,29182
食品>食品>チーズ・乳製品>ヨーグルト>その他,6079
食品>食品>チーズ・乳製品>ヨーグルト>カスピ海ヨーグルト,2666
食品>食品>チーズ・乳製品>ヨーグルト>ギリシャヨーグルト,4425
食品>食品>チーズ・乳製品>ヨーグルト>セット・詰め合わせ,28168
食品>食品>チーズ・乳製品>ヨーグルト>ソフトヨーグルト,10182
食品>食品>チーズ・乳製品>ヨーグルト>ドリンクヨーグルト,47471
食品>食品>チーズ・乳製品>ヨーグルト>低脂肪ヨーグルト,1607
食品>食品>チーズ・乳製品>ヨーグルト>無糖ヨーグルト,3798
食品>食品>パン・ジャム・シリアル>クルトン,316
食品>食品>パン・ジャム・シリアル>シリアル,97173
食品>食品>パン・ジャム・シリアル>シリアル>その他,17286
食品>食品>パン・ジャム・シリアル>シリアル>オートミール,36855
食品>食品>パン・ジャム・シリアル>シリアル>グラノーラ,30738
食品>食品>パン・ジャム・シリアル>シリアル>コーンフレーク,1979
食品>食品>パン・ジャム・シリアル>シリアル>ブラン,5705
食品>食品>パン・ジャム・シリアル>シリアル>ミューズリー,3058
食品>食品>パン・ジャム・シリアル>シリアル>玄米フレーク,1552
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ,583243
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>その他,7268
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー,506183
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー>はちみつ,221984
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー>ナッツのはちみつ漬け,310
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー>マヌカハニー,281160
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー>巣蜜・コムハニー,2728
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>コンポート,1676
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>ジャム・コンフィチュール,34207
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>チョコレートクリーム,2980
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>ピューレ,6377
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>ピーナッツクリーム・ピーナッツバター,7189
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>ミルククリーム,4529
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>メープルシロップ,12836
食品>食品>パン・ジャム・シリアル>セット・詰め合わせ,16204
食品>食品>パン・ジャム・シリアル>パン,227504
食品>食品>パン・ジャム・シリアル>パン>その他,12871
