ジャンル名,売上金額（千円）
ダイエット・健康>ダイエット・健康>サプリメント>その他,1361163
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸,546422
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>BCAA,76014
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>その他,272423
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>オルニチン,18620
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>カルニチン,47492
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>ギャバ,49493
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>マルチアミノ酸,82380
ダイエット・健康>ダイエット・健康>サプリメント>オリゴ糖,42015
ダイエット・健康>ダイエット・健康>サプリメント>クエン酸,39579
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン,80433
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>グルコサミン,63402
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>グルコサミン・コンドロイチン混合,6772
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>コンドロイチン,10259
ダイエット・健康>ダイエット・健康>サプリメント>コラーゲン,211883
ダイエット・健康>ダイエット・健康>サプリメント>ヒアルロン酸,27149
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン,604685
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>その他,22801
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンA,9765
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB1,3791
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB12,2341
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB2,10870
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB3・ナイアシン,24042
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB5・パントテン酸,4626
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB6,6053
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB7・ビオチン,15072
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB8,183
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB9・葉酸,152363
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB群,26505
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンC,160428
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンD,27478
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンE,19806
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンK,998
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンP,521
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>マルチビタミン,117041
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン・ミネラル混合,89567
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル,546345
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>その他,3133
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>アスタキサンチン,39069
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>カテキン,4885
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール,18204
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>その他,6762
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>ピクノジェノール,5404
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>レスベラトロール,6038
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>マルチファイトケミカル,2999
