ジャンル名,売上金額（千円）
ダイエット・健康>ダイエット・健康>サプリメント>その他,948848
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸,361529
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>BCAA,40528
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>その他,211675
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>オルニチン,10824
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>カルニチン,19438
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>ギャバ,24105
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>マルチアミノ酸,54960
ダイエット・健康>ダイエット・健康>サプリメント>オリゴ糖,27276
ダイエット・健康>ダイエット・健康>サプリメント>クエン酸,32873
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン,66754
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>グルコサミン,52176
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>グルコサミン・コンドロイチン混合,6211
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>コンドロイチン,8367
ダイエット・健康>ダイエット・健康>サプリメント>コラーゲン,138067
ダイエット・健康>ダイエット・健康>サプリメント>ヒアルロン酸,16230
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン,398561
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>その他,18124
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンA,2953
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB1,2773
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB12,1933
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB2,10768
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB3・ナイアシン,13504
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB5・パントテン酸,3198
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB6,4495
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB7・ビオチン,10085
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB8,191
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB9・葉酸,102892
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB群,18725
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンC,100752
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンD,16004
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンE,16164
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンK,775
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンP,469
