ジャンル名,売上金額（千円）
食品>食品>チーズ・乳製品>チーズ>その他,11699
食品>食品>チーズ・乳製品>チーズ>ウォッシュ,1582
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>その他,416
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>エポワス,296
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>マンステール,12
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>モン・ドール,857
食品>食品>チーズ・乳製品>チーズ>シェーブル,307
食品>食品>チーズ・乳製品>チーズ>スモークチーズ,877
食品>食品>チーズ・乳製品>チーズ>セット・詰め合わせ,8589
食品>食品>チーズ・乳製品>チーズ>セミハード,21779
食品>食品>チーズ・乳製品>チーズ>セミハード>その他,5316
食品>食品>チーズ・乳製品>チーズ>セミハード>エダム,348
食品>食品>チーズ・乳製品>チーズ>セミハード>エメンタール,404
食品>食品>チーズ・乳製品>チーズ>セミハード>ゴーダ,11461
食品>食品>チーズ・乳製品>チーズ>セミハード>チェダー,1863
食品>食品>チーズ・乳製品>チーズ>セミハード>ミモレット,246
食品>食品>チーズ・乳製品>チーズ>セミハード>ラクレット,2142
食品>食品>チーズ・乳製品>チーズ>チーズフォンデュ,600
食品>食品>チーズ・乳製品>チーズ>ハード,9657
食品>食品>チーズ・乳製品>チーズ>ハード>その他,2044
食品>食品>チーズ・乳製品>チーズ>ハード>エメンタール,238
食品>食品>チーズ・乳製品>チーズ>ハード>コンテ,277
食品>食品>チーズ・乳製品>チーズ>ハード>チェダー,139
食品>食品>チーズ・乳製品>チーズ>ハード>パルミジャーノ・レッジャーノ,6303
食品>食品>チーズ・乳製品>チーズ>ハード>ペコリーノ・ロマーノ,656
食品>食品>チーズ・乳製品>チーズ>フレッシュ,13107
食品>食品>チーズ・乳製品>チーズ>フレッシュ>その他,1275
食品>食品>チーズ・乳製品>チーズ>フレッシュ>カッテージチーズ,229
食品>食品>チーズ・乳製品>チーズ>フレッシュ>クリームチーズ,3901
食品>食品>チーズ・乳製品>チーズ>フレッシュ>フロマージュブラン,57
食品>食品>チーズ・乳製品>チーズ>フレッシュ>ブルサン,49
食品>食品>チーズ・乳製品>チーズ>フレッシュ>マスカルポーネ,1097
食品>食品>チーズ・乳製品>チーズ>フレッシュ>モッツァレラ,6230
食品>食品>チーズ・乳製品>チーズ>フレッシュ>リコッタ,268
食品>食品>チーズ・乳製品>チーズ>プロセス,5478
食品>食品>チーズ・乳製品>チーズ>白カビ,4071
食品>食品>チーズ・乳製品>チーズ>白カビ>その他,246
食品>食品>チーズ・乳製品>チーズ>白カビ>カマンベール,2795
食品>食品>チーズ・乳製品>チーズ>白カビ>サンタンドレ,4
食品>食品>チーズ・乳製品>チーズ>白カビ>ブリー,1026
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー,2286
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー>その他,847
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー>ゴルゴンゾーラ,1235
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー>スティルトン,65
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー>フルムダンベール,58
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー>ロックフォール,81
食品>食品>チーズ・乳製品>バター>有塩バター,14033
食品>食品>チーズ・乳製品>バター>無塩バター,28792
食品>食品>チーズ・乳製品>ヨーグルト>その他,4633
食品>食品>チーズ・乳製品>ヨーグルト>カスピ海ヨーグルト,1859
食品>食品>チーズ・乳製品>ヨーグルト>ギリシャヨーグルト,2607
食品>食品>チーズ・乳製品>ヨーグルト>セット・詰め合わせ,8713
食品>食品>チーズ・乳製品>ヨーグルト>ソフトヨーグルト,7460
食品>食品>チーズ・乳製品>ヨーグルト>ドリンクヨーグルト,32991
食品>食品>チーズ・乳製品>ヨーグルト>低脂肪ヨーグルト,927
食品>食品>チーズ・乳製品>ヨーグルト>無糖ヨーグルト,2918
食品>食品>パン・ジャム・シリアル>クルトン,300
食品>食品>パン・ジャム・シリアル>シリアル,100420
食品>食品>パン・ジャム・シリアル>シリアル>その他,25655
食品>食品>パン・ジャム・シリアル>シリアル>オートミール,37659
食品>食品>パン・ジャム・シリアル>シリアル>グラノーラ,26885
食品>食品>パン・ジャム・シリアル>シリアル>コーンフレーク,2273
食品>食品>パン・ジャム・シリアル>シリアル>ブラン,2621
食品>食品>パン・ジャム・シリアル>シリアル>ミューズリー,3618
食品>食品>パン・ジャム・シリアル>シリアル>玄米フレーク,1709
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ,475262
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>その他,4573
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー,402490
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー>はちみつ,186795
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー>ナッツのはちみつ漬け,269
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー>マヌカハニー,212053
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー>巣蜜・コムハニー,3373
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>コンポート,1230
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>ジャム・コンフィチュール,30799
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>チョコレートクリーム,3089
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>ピューレ,3775
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>ピーナッツクリーム・ピーナッツバター,5678
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>ミルククリーム,5462
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>メープルシロップ,18165
食品>食品>パン・ジャム・シリアル>セット・詰め合わせ,22402
食品>食品>パン・ジャム・シリアル>パン,274568
食品>食品>パン・ジャム・シリアル>パン>その他,13886
食品>食品>パン・ジャム・シリアル>パン>イングリッシュマフィン,105
食品>食品>パン・ジャム・シリアル>パン>クロワッサン,36950
食品>食品>パン・ジャム・シリアル>パン>グリッシーニ,108
食品>食品>パン・ジャム・シリアル>パン>スコーン,8650
食品>食品>パン・ジャム・シリアル>パン>セット・詰め合わせ,79776
食品>食品>パン・ジャム・シリアル>パン>デニッシュ,10599
食品>食品>パン・ジャム・シリアル>パン>ドイツパン,3561
食品>食品>パン・ジャム・シリアル>パン>ナン,1290
食品>食品>パン・ジャム・シリアル>パン>フォカッチャ,205
食品>食品>パン・ジャム・シリアル>パン>フランスパン,5040
食品>食品>パン・ジャム・シリアル>パン>プレッツェル,659
食品>食品>パン・ジャム・シリアル>パン>ベーグル,44097
食品>食品>パン・ジャム・シリアル>パン>ロールパン,8814
食品>食品>パン・ジャム・シリアル>パン>惣菜パン,7128
食品>食品>パン・ジャム・シリアル>パン>菓子パン,31451
食品>食品>パン・ジャム・シリアル>パン>菓子パン>あんパン,1851
食品>食品>パン・ジャム・シリアル>パン>菓子パン>その他,14537
食品>食品>パン・ジャム・シリアル>パン>菓子パン>クリームパン,6455
食品>食品>パン・ジャム・シリアル>パン>菓子パン>ジャムパン,207
食品>食品>パン・ジャム・シリアル>パン>菓子パン>チョコレートパン,7660
食品>食品>パン・ジャム・シリアル>パン>菓子パン>メロンパン,742
食品>食品>パン・ジャム・シリアル>パン>食パン,22249
食品>食品>フルーツ・果物>あんず,371
食品>食品>フルーツ・果物>いちご,53810
食品>食品>フルーツ・果物>かぼす,363
食品>食品>フルーツ・果物>さくらんぼ,4574
食品>食品>フルーツ・果物>じゃばら,2341
食品>食品>フルーツ・果物>すだち,892
食品>食品>フルーツ・果物>その他,18353
食品>食品>フルーツ・果物>びわ,326
