ジャンル名,売上金額（千円）
食品>食品>チーズ・乳製品>チーズ>その他,13887
食品>食品>チーズ・乳製品>チーズ>ウォッシュ,841
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>その他,495
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>エポワス,304
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>マンステール,41
食品>食品>チーズ・乳製品>チーズ>シェーブル,272
食品>食品>チーズ・乳製品>チーズ>スモークチーズ,737
食品>食品>チーズ・乳製品>チーズ>セット・詰め合わせ,10701
食品>食品>チーズ・乳製品>チーズ>セミハード,19246
食品>食品>チーズ・乳製品>チーズ>セミハード>その他,6616
食品>食品>チーズ・乳製品>チーズ>セミハード>エダム,319
食品>食品>チーズ・乳製品>チーズ>セミハード>エメンタール,172
食品>食品>チーズ・乳製品>チーズ>セミハード>ゴーダ,8033
食品>食品>チーズ・乳製品>チーズ>セミハード>チェダー,1899
食品>食品>チーズ・乳製品>チーズ>セミハード>ミモレット,282
食品>食品>チーズ・乳製品>チーズ>セミハード>ラクレット,1925
食品>食品>チーズ・乳製品>チーズ>チーズフォンデュ,452
食品>食品>チーズ・乳製品>チーズ>ハード,8280
食品>食品>チーズ・乳製品>チーズ>ハード>その他,1753
食品>食品>チーズ・乳製品>チーズ>ハード>エメンタール,121
食品>食品>チーズ・乳製品>チーズ>ハード>コンテ,567
食品>食品>チーズ・乳製品>チーズ>ハード>チェダー,177
食品>食品>チーズ・乳製品>チーズ>ハード>パルミジャーノ・レッジャーノ,5040
食品>食品>チーズ・乳製品>チーズ>ハード>ペコリーノ・ロマーノ,623
食品>食品>チーズ・乳製品>チーズ>フレッシュ,13925
食品>食品>チーズ・乳製品>チーズ>フレッシュ>その他,1375
食品>食品>チーズ・乳製品>チーズ>フレッシュ>カッテージチーズ,230
食品>食品>チーズ・乳製品>チーズ>フレッシュ>クリームチーズ,3646
食品>食品>チーズ・乳製品>チーズ>フレッシュ>フロマージュブラン,121
食品>食品>チーズ・乳製品>チーズ>フレッシュ>ブルサン,30
食品>食品>チーズ・乳製品>チーズ>フレッシュ>マスカルポーネ,862
食品>食品>チーズ・乳製品>チーズ>フレッシュ>モッツァレラ,7499
食品>食品>チーズ・乳製品>チーズ>フレッシュ>リコッタ,160
食品>食品>チーズ・乳製品>チーズ>プロセス,6539
食品>食品>チーズ・乳製品>チーズ>白カビ,4952
食品>食品>チーズ・乳製品>チーズ>白カビ>その他,171
食品>食品>チーズ・乳製品>チーズ>白カビ>カマンベール,3032
食品>食品>チーズ・乳製品>チーズ>白カビ>サンタンドレ,9
食品>食品>チーズ・乳製品>チーズ>白カビ>ブリー,1741
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー,2734
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー>その他,1029
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー>ゴルゴンゾーラ,1452
