ジャンル名,売上金額（千円）
食品>食品>チーズ・乳製品>チーズ>その他,18794
食品>食品>チーズ・乳製品>チーズ>ウォッシュ,3606
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>その他,1374
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>エポワス,696
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>マンステール,37
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>モン・ドール,1499
食品>食品>チーズ・乳製品>チーズ>シェーブル,1062
食品>食品>チーズ・乳製品>チーズ>スモークチーズ,1936
食品>食品>チーズ・乳製品>チーズ>セット・詰め合わせ,26363
食品>食品>チーズ・乳製品>チーズ>セミハード,36834
食品>食品>チーズ・乳製品>チーズ>セミハード>その他,10168
食品>食品>チーズ・乳製品>チーズ>セミハード>エダム,666
食品>食品>チーズ・乳製品>チーズ>セミハード>エメンタール,1178
食品>食品>チーズ・乳製品>チーズ>セミハード>ゴーダ,17782
食品>食品>チーズ・乳製品>チーズ>セミハード>チェダー,2324
食品>食品>チーズ・乳製品>チーズ>セミハード>ミモレット,590
食品>食品>チーズ・乳製品>チーズ>セミハード>ラクレット,4127
食品>食品>チーズ・乳製品>チーズ>チーズフォンデュ,1497
食品>食品>チーズ・乳製品>チーズ>ハード,15111
食品>食品>チーズ・乳製品>チーズ>ハード>その他,3311
食品>食品>チーズ・乳製品>チーズ>ハード>エメンタール,341
食品>食品>チーズ・乳製品>チーズ>ハード>コンテ,656
食品>食品>チーズ・乳製品>チーズ>ハード>チェダー,234
食品>食品>チーズ・乳製品>チーズ>ハード>パルミジャーノ・レッジャーノ,9688
食品>食品>チーズ・乳製品>チーズ>ハード>ペコリーノ・ロマーノ,880
食品>食品>チーズ・乳製品>チーズ>フレッシュ,19472
食品>食品>チーズ・乳製品>チーズ>フレッシュ>その他,1781
食品>食品>チーズ・乳製品>チーズ>フレッシュ>カッテージチーズ,318
食品>食品>チーズ・乳製品>チーズ>フレッシュ>クリームチーズ,5818
食品>食品>チーズ・乳製品>チーズ>フレッシュ>フロマージュブラン,129
食品>食品>チーズ・乳製品>チーズ>フレッシュ>ブルサン,58
