ジャンル名,売上金額（千円）
ダイエット・健康>サプリメント>アミノ酸>BCAA,70711
ダイエット・健康>サプリメント>アミノ酸>その他,338544
ダイエット・健康>サプリメント>アミノ酸>オルニチン,14369
ダイエット・健康>サプリメント>アミノ酸>カルニチン,39422
ダイエット・健康>サプリメント>アミノ酸>ギャバ,43264
ダイエット・健康>サプリメント>アミノ酸>マルチアミノ酸,85806
ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>グルコサミン,56089
ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>グルコサミン・コンドロイチン混合,9793
ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>コンドロイチン,10582
ダイエット・健康>サプリメント>ビタミン>その他,32045
ダイエット・健康>サプリメント>ビタミン>ビタミンA,7977
ダイエット・健康>サプリメント>ビタミン>ビタミンB1,4982
ダイエット・健康>サプリメント>ビタミン>ビタミンB12,4016
ダイエット・健康>サプリメント>ビタミン>ビタミンB2,8878
ダイエット・健康>サプリメント>ビタミン>ビタミンB3・ナイアシン,20711
ダイエット・健康>サプリメント>ビタミン>ビタミンB5・パントテン酸,5567
ダイエット・健康>サプリメント>ビタミン>ビタミンB6,8829
ダイエット・健康>サプリメント>ビタミン>ビタミンB7・ビオチン,22324
ダイエット・健康>サプリメント>ビタミン>ビタミンB8,273
ダイエット・健康>サプリメント>ビタミン>ビタミンB9・葉酸,125848
ダイエット・健康>サプリメント>ビタミン>ビタミンB群,45242
ダイエット・健康>サプリメント>ビタミン>ビタミンC,224246
ダイエット・健康>サプリメント>ビタミン>ビタミンD,46833
ダイエット・健康>サプリメント>ビタミン>ビタミンE,20594
ダイエット・健康>サプリメント>ビタミン>ビタミンK,2009
ダイエット・健康>サプリメント>ビタミン>ビタミンP,790
ダイエット・健康>サプリメント>ビタミン>マルチビタミン,136916
ダイエット・健康>サプリメント>ファイトケミカル>その他,1481
ダイエット・健康>サプリメント>ファイトケミカル>アスタキサンチン,32566
ダイエット・健康>サプリメント>ファイトケミカル>カテキン,5639
ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール,21480
ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>その他,8580
ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>ピクノジェノール,5437
ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>レスベラトロール,7463
