ジャンル名,売上金額（千円）
食品>食品>チーズ・乳製品>チーズ>その他,15957
食品>食品>チーズ・乳製品>チーズ>ウォッシュ,921
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>その他,443
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>エポワス,455
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>マンステール,24
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>モン・ドール,0
食品>食品>チーズ・乳製品>チーズ>シェーブル,215
食品>食品>チーズ・乳製品>チーズ>スモークチーズ,948
食品>食品>チーズ・乳製品>チーズ>セット・詰め合わせ,11702
食品>食品>チーズ・乳製品>チーズ>セミハード,21842
食品>食品>チーズ・乳製品>チーズ>セミハード>その他,7237
食品>食品>チーズ・乳製品>チーズ>セミハード>エダム,441
食品>食品>チーズ・乳製品>チーズ>セミハード>エメンタール,658
食品>食品>チーズ・乳製品>チーズ>セミハード>ゴーダ,7833
食品>食品>チーズ・乳製品>チーズ>セミハード>チェダー,3803
食品>食品>チーズ・乳製品>チーズ>セミハード>ミモレット,270
食品>食品>チーズ・乳製品>チーズ>セミハード>ラクレット,1600
食品>食品>チーズ・乳製品>チーズ>チーズフォンデュ,252
食品>食品>チーズ・乳製品>チーズ>ハード,10228
食品>食品>チーズ・乳製品>チーズ>ハード>その他,2035
食品>食品>チーズ・乳製品>チーズ>ハード>エメンタール,60
食品>食品>チーズ・乳製品>チーズ>ハード>コンテ,774
食品>食品>チーズ・乳製品>チーズ>ハード>チェダー,202
食品>食品>チーズ・乳製品>チーズ>ハード>パルミジャーノ・レッジャーノ,6567
食品>食品>チーズ・乳製品>チーズ>ハード>ペコリーノ・ロマーノ,589
食品>食品>チーズ・乳製品>チーズ>フレッシュ,14325
食品>食品>チーズ・乳製品>チーズ>フレッシュ>その他,1598
食品>食品>チーズ・乳製品>チーズ>フレッシュ>カッテージチーズ,235
食品>食品>チーズ・乳製品>チーズ>フレッシュ>クリームチーズ,4045
食品>食品>チーズ・乳製品>チーズ>フレッシュ>フロマージュブラン,166
食品>食品>チーズ・乳製品>チーズ>フレッシュ>ブルサン,29
食品>食品>チーズ・乳製品>チーズ>フレッシュ>マスカルポーネ,827
食品>食品>チーズ・乳製品>チーズ>フレッシュ>モッツァレラ,7185
食品>食品>チーズ・乳製品>チーズ>フレッシュ>リコッタ,241
食品>食品>チーズ・乳製品>チーズ>プロセス,5387
食品>食品>チーズ・乳製品>チーズ>白カビ,11577
食品>食品>チーズ・乳製品>チーズ>白カビ>その他,190
食品>食品>チーズ・乳製品>チーズ>白カビ>カマンベール,10157
食品>食品>チーズ・乳製品>チーズ>白カビ>サンタンドレ,8
食品>食品>チーズ・乳製品>チーズ>白カビ>ブリー,1221
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー,2357
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー>その他,589
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー>ゴルゴンゾーラ,1428
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー>スティルトン,109
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー>フルムダンベール,160
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー>ロックフォール,71
食品>食品>チーズ・乳製品>バター>有塩バター,12881
食品>食品>チーズ・乳製品>バター>無塩バター,22524
食品>食品>チーズ・乳製品>ヨーグルト>その他,4698
食品>食品>チーズ・乳製品>ヨーグルト>カスピ海ヨーグルト,2205
食品>食品>チーズ・乳製品>ヨーグルト>ギリシャヨーグルト,2305
食品>食品>チーズ・乳製品>ヨーグルト>セット・詰め合わせ,9063
食品>食品>チーズ・乳製品>ヨーグルト>ソフトヨーグルト,7257
食品>食品>チーズ・乳製品>ヨーグルト>ドリンクヨーグルト,27039
食品>食品>チーズ・乳製品>ヨーグルト>低脂肪ヨーグルト,1143
食品>食品>チーズ・乳製品>ヨーグルト>無糖ヨーグルト,2434
食品>食品>パン・ジャム・シリアル>はちみつ(1409削除),120
食品>食品>パン・ジャム・シリアル>クルトン,110
食品>食品>パン・ジャム・シリアル>シリアル,99241
食品>食品>パン・ジャム・シリアル>シリアル>その他,23580
食品>食品>パン・ジャム・シリアル>シリアル>オートミール,43242
食品>食品>パン・ジャム・シリアル>シリアル>グラノーラ,22599
食品>食品>パン・ジャム・シリアル>シリアル>コーンフレーク,2394
食品>食品>パン・ジャム・シリアル>シリアル>ブラン,2844
食品>食品>パン・ジャム・シリアル>シリアル>ミューズリー,2967
食品>食品>パン・ジャム・シリアル>シリアル>玄米フレーク,1615
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ,333207
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>その他,7257
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー,260417
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー>はちみつ,140635
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー>ナッツのはちみつ漬け,256
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー>マヌカハニー,116022
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー>巣蜜・コムハニー,3504
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>コンポート,3099
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>ジャム・コンフィチュール,32217
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>チョコレートクリーム,1813
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>ピューレ,8147
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>ピーナッツクリーム・ピーナッツバター,5054
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>ミルククリーム,1903
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>メープルシロップ,13300
食品>食品>パン・ジャム・シリアル>セット・詰め合わせ,20905
食品>食品>パン・ジャム・シリアル>パン,294230
食品>食品>パン・ジャム・シリアル>パン>その他,14456
食品>食品>パン・ジャム・シリアル>パン>イングリッシュマフィン,75
食品>食品>パン・ジャム・シリアル>パン>クロワッサン,51815
