ジャンル名,売上金額（千円）
食品>食品>チーズ・乳製品>チーズ>その他,16423
食品>食品>チーズ・乳製品>チーズ>ウォッシュ,1125
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>その他,407
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>エポワス,563
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>マンステール,6
食品>食品>チーズ・乳製品>チーズ>ウォッシュ>モン・ドール,150
食品>食品>チーズ・乳製品>チーズ>シェーブル,312
食品>食品>チーズ・乳製品>チーズ>スモークチーズ,859
食品>食品>チーズ・乳製品>チーズ>セット・詰め合わせ,9656
食品>食品>チーズ・乳製品>チーズ>セミハード,24898
食品>食品>チーズ・乳製品>チーズ>セミハード>その他,7982
食品>食品>チーズ・乳製品>チーズ>セミハード>エダム,569
食品>食品>チーズ・乳製品>チーズ>セミハード>エメンタール,573
食品>食品>チーズ・乳製品>チーズ>セミハード>ゴーダ,9914
食品>食品>チーズ・乳製品>チーズ>セミハード>チェダー,2619
食品>食品>チーズ・乳製品>チーズ>セミハード>ミモレット,532
食品>食品>チーズ・乳製品>チーズ>セミハード>ラクレット,2709
食品>食品>チーズ・乳製品>チーズ>チーズフォンデュ,369
食品>食品>チーズ・乳製品>チーズ>ハード,10955
食品>食品>チーズ・乳製品>チーズ>ハード>その他,2190
食品>食品>チーズ・乳製品>チーズ>ハード>エメンタール,71
食品>食品>チーズ・乳製品>チーズ>ハード>コンテ,1024
食品>食品>チーズ・乳製品>チーズ>ハード>チェダー,219
食品>食品>チーズ・乳製品>チーズ>ハード>パルミジャーノ・レッジャーノ,6887
食品>食品>チーズ・乳製品>チーズ>ハード>ペコリーノ・ロマーノ,565
食品>食品>チーズ・乳製品>チーズ>フレッシュ,14114
食品>食品>チーズ・乳製品>チーズ>フレッシュ>その他,1302
食品>食品>チーズ・乳製品>チーズ>フレッシュ>カッテージチーズ,209
食品>食品>チーズ・乳製品>チーズ>フレッシュ>クリームチーズ,4217
食品>食品>チーズ・乳製品>チーズ>フレッシュ>フロマージュブラン,255
食品>食品>チーズ・乳製品>チーズ>フレッシュ>ブルサン,73
食品>食品>チーズ・乳製品>チーズ>フレッシュ>マスカルポーネ,856
食品>食品>チーズ・乳製品>チーズ>フレッシュ>モッツァレラ,6834
食品>食品>チーズ・乳製品>チーズ>フレッシュ>リコッタ,368
食品>食品>チーズ・乳製品>チーズ>プロセス,9048
食品>食品>チーズ・乳製品>チーズ>白カビ,3989
食品>食品>チーズ・乳製品>チーズ>白カビ>その他,228
食品>食品>チーズ・乳製品>チーズ>白カビ>カマンベール,2566
食品>食品>チーズ・乳製品>チーズ>白カビ>サンタンドレ,7
食品>食品>チーズ・乳製品>チーズ>白カビ>ブリー,1188
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー,2747
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー>その他,525
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー>ゴルゴンゾーラ,1642
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー>スティルトン,110
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー>フルムダンベール,269
食品>食品>チーズ・乳製品>チーズ>青カビ・ブルー>ロックフォール,201
食品>食品>チーズ・乳製品>バター>有塩バター,13802
食品>食品>チーズ・乳製品>バター>無塩バター,27082
食品>食品>チーズ・乳製品>ヨーグルト>その他,3772
食品>食品>チーズ・乳製品>ヨーグルト>カスピ海ヨーグルト,2654
食品>食品>チーズ・乳製品>ヨーグルト>ギリシャヨーグルト,2212
食品>食品>チーズ・乳製品>ヨーグルト>セット・詰め合わせ,7717
食品>食品>チーズ・乳製品>ヨーグルト>ソフトヨーグルト,7545
食品>食品>チーズ・乳製品>ヨーグルト>ドリンクヨーグルト,30003
食品>食品>チーズ・乳製品>ヨーグルト>低脂肪ヨーグルト,1218
食品>食品>チーズ・乳製品>ヨーグルト>無糖ヨーグルト,3276
食品>食品>パン・ジャム・シリアル>クルトン,382
食品>食品>パン・ジャム・シリアル>シリアル,115628
食品>食品>パン・ジャム・シリアル>シリアル>その他,25629
食品>食品>パン・ジャム・シリアル>シリアル>オートミール,54541
食品>食品>パン・ジャム・シリアル>シリアル>グラノーラ,26838
食品>食品>パン・ジャム・シリアル>シリアル>コーンフレーク,1793
食品>食品>パン・ジャム・シリアル>シリアル>ブラン,3475
食品>食品>パン・ジャム・シリアル>シリアル>ミューズリー,2284
食品>食品>パン・ジャム・シリアル>シリアル>玄米フレーク,1067
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ,349481
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>その他,6916
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー,276832
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー>はちみつ,148659
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー>ナッツのはちみつ漬け,613
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー>マヌカハニー,123174
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>はちみつ・ハニー>巣蜜・コムハニー,4386
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>コンポート,2825
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>ジャム・コンフィチュール,33277
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>チョコレートクリーム,2182
食品>食品>パン・ジャム・シリアル>ジャム・はちみつ>ピューレ,5157
