ジャンル名,売上金額（千円）
ダイエット・健康>ダイエット・健康>サプリメント>その他,1209878
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸,457462
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>BCAA,46868
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>その他,259781
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>オルニチン,13763
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>カルニチン,40625
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>ギャバ,36439
ダイエット・健康>ダイエット・健康>サプリメント>アミノ酸>マルチアミノ酸,59986
ダイエット・健康>ダイエット・健康>サプリメント>オリゴ糖,23111
ダイエット・健康>ダイエット・健康>サプリメント>クエン酸,37658
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン,84067
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>グルコサミン,60571
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>グルコサミン・コンドロイチン混合,10473
ダイエット・健康>ダイエット・健康>サプリメント>グルコサミン・コンドロイチン>コンドロイチン,13023
ダイエット・健康>ダイエット・健康>サプリメント>コラーゲン,210168
ダイエット・健康>ダイエット・健康>サプリメント>ヒアルロン酸,25165
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン,625259
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>その他,33132
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンA,8768
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB1,4412
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB12,3698
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB2,11164
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB3・ナイアシン,16070
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB5・パントテン酸,2347
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB6,8621
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB7・ビオチン,16111
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB8,199
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB9・葉酸,113819
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンB群,35440
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンC,187694
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンD,42472
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンE,18311
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンK,2069
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>ビタミンP,941
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン>マルチビタミン,119992
ダイエット・健康>ダイエット・健康>サプリメント>ビタミン・ミネラル混合,78687
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル,495307
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>その他,1869
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>アスタキサンチン,23929
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>カテキン,5191
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール,21432
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>その他,11064
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>ピクノジェノール,4245
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ポリフェノール>レスベラトロール,6123
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>マルチファイトケミカル,3995
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>ルテイン,125480
ダイエット・健康>ダイエット・健康>サプリメント>ファイトケミカル>大豆イソフラボン,313411
ダイエット・健康>ダイエット・健康>サプリメント>プラセンタ,80002
